Artikelnummer;Oud artikelnummer;Status;PIB naam NL;PIB naam FR;PIB ondertitel NL;PIB ondertitel FR;Samenstelling NL;Samenstelling FR;Benaming prijslijst NL;Benaming prijslijst FR;Productnorm;Type kort;Type lang NL;Type lang FR;Reactie bij brand;Reactie bij brand Norm;DOP Nummer;Kantvorm;Dikte;Breedte;Lengte;Dikte isolatie;Totale dikte;Oppervlaktegewicht;Thermische geleidbaarheid l;Thermische geleidb. isolatie l;Lineaire uitzettings-coëfficiënt tgv temp;Lin.uitz.temp. VW NL;Lin.uitz.temp. VW FR;Waterdampdiffusie-weerstandsgetal ?;Waterdampdiffusie-weerst. isolatie ?;Waterdampdiffusie-weerstand ?d;Lineaire uitzettings-coëfficiënt tgv RV;Lin.uitz.vocht VW NL;Lin.uitz.vocht VW FR;Basishoeveelheidseenheid;EAN;EAN Eenheid;Intrastatnummer;DOP URL NL;DOP URL FR;PIB URL NL;PIB URL FR;Image;
G103292;(blanco);NIEUW;Metal Stud® MSP;Metal Stud® MSP;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSP75;Metal Stud MSP75;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,00;75;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567121;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103292&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103292&TYPE=PDFFR;;
G103031;(blanco);NIEUW;Metal Stud® MSP;Metal Stud® MSP;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSP100;Metal Stud MSP100;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,00;100;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567138;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103031&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103031&TYPE=PDFFR;;
G103466;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR50;Metal Stud MSR50;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;50;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567145;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103466&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103466&TYPE=PDFFR;;
G103032;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR50;Metal Stud MSR50;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;50;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567152;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103032&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103032&TYPE=PDFFR;;
G103467;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR70;Metal Stud MSR70;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;70;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567169;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103467&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103467&TYPE=PDFFR;;
G103312;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR70;Metal Stud MSR70;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;70;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567176;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103312&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103312&TYPE=PDFFR;;
G103311;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verticaal versterkt profiel, dikte 1,5 mm;Profilé vertical renforcé, épaisseur 1,5 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR75;Metal Stud MSR75;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;75;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567183;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103311&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103311&TYPE=PDFFR;;
G103298;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verticaal versterkt profiel, dikte 1,5 mm;Profilé vertical renforcé, épaisseur 1,5 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR75;Metal Stud MSR75;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;75;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567190;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103298&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103298&TYPE=PDFFR;;
G103308;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verticaal versterkt profiel, dikte 1,5 mm;Profilé vertical renforcé, épaisseur 1,5 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR100;Metal Stud MSR100;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;100;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567206;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103308&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103308&TYPE=PDFFR;;
G103314;(blanco);NIEUW;Metal Stud® MSR;Metal Stud® MSR;Verticaal versterkt profiel, dikte 1,5 mm;Profilé vertical renforcé, épaisseur 1,5 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSR100;Metal Stud MSR100;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,50;100;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567213;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C009_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103314&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103314&TYPE=PDFFR;;
G103061;(blanco);NIEUW;Soepele isolatieband PE;Bande d'étanchéité souple PE;Akoestische dichtingsband voor ruwbouwaansluitingen;Bande d'étancéité acoustique pour jonctions avec le gros-oeuvre;(blanco);(blanco);Soepele isolatieband PE/10;Bande d'étanchéité souple PE/10;--;(blanco);(blanco);(blanco);(blanco);(blanco);;(blanco);6,00;10;10000;(blanco);(blanco);(blanco);;(blanco);(blanco);(blanco);(blanco);;--;;;;;RL;5413218602037;RL;39191011;;;http://www.gyproc.be/downloadpib?PIB=G103061&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103061&TYPE=PDFFR;;
G103062;(blanco);NIEUW;Soepele isolatieband PE;Bande d'étanchéité souple PE;Akoestische dichtingsband voor ruwbouwaansluitingen;Bande d'étancéité acoustique pour jonctions avec le gros-oeuvre;(blanco);(blanco);Soepele isolatieband PE/30;Bande d'étanchéité souple PE/30;--;(blanco);(blanco);(blanco);(blanco);(blanco);;(blanco);6,00;30;10000;(blanco);(blanco);(blanco);;(blanco);(blanco);(blanco);(blanco);;--;;;;;RL;5413218602044;RL;39191011;;;http://www.gyproc.be/downloadpib?PIB=G103062&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103062&TYPE=PDFFR;;
G127012;(blanco);NIEUW;Soepele isolatieband PE;Bande d'étanchéité souple PE;Akoestische dichtingsband voor ruwbouwaansluitingen;Bande d'étancéité acoustique pour jonctions avec le gros-oeuvre;(blanco);(blanco);Soepele isolatieband PE/50;Bande d'étanchéité souple PE/50;--;(blanco);(blanco);(blanco);(blanco);(blanco);;(blanco);6,00;50;10000;(blanco);(blanco);(blanco);;(blanco);(blanco);(blanco);(blanco);;--;;;;;RL;5413218563611;RL;39231000;;;http://www.gyproc.be/downloadpib?PIB=G127012&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G127012&TYPE=PDFFR;;
G130115;(blanco);NIEUW;PlaGyp® PC60/27;PlaGyp® PC60/27;Plafondprofiel voor het PlaGyp-plafondsysteem;Profilé de plafond pour le système de plafond PlaGyp;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PC60/27;PlaGyp PC60/27;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;60;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218576345;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CAC01C001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CAC01C001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130115&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130115&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G130115&TYPE=IMG;
G103270;(blanco);NIEUW;PlaGyp® PC60/27;PlaGyp® PC60/27;Plafondprofiel voor het PlaGyp-plafondsysteem;Profilé de plafond pour le système de plafond PlaGyp;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PC60/27;PlaGyp PC60/27;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;60;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218602389;ST;39269097;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CAC01C001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CAC01C001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103270&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103270&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103270&TYPE=IMG;
G103278;(blanco);NIEUW;PlaGyp® PU27/48;PlaGyp® PU27/48;Randprofiel voor het PlaGyp-plafondsysteem;Profilé périphérique pour le système de plafond PlaGyp;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PU27/48;PlaGyp PU27/48;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;30;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218602402;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CAC01C001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CAC01C001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103278&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103278&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103278&TYPE=IMG;
G133934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G103266;(blanco);NIEUW;PlaGyp® PL60/100;PlaGyp® PL60/100;Verbindingsstuk voor PlaGyp PC60/27;Éclisse de raccordement pour profilés PlaGyp PC60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PL60/100;PlaGyp PL60/100;NBN EN 14195:2015;N;verlenging van profielen;jonction de profilés dans le sens de la longueur;A1;NBN EN 13964+A1:2007;;(blanco);0,60;58;100;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218564298;KAR;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103266&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103266&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103266&TYPE=IMG;
G103268;(blanco);NIEUW;PlaGyp® PV60/120;PlaGyp® PV60/120;Veerklemplafondhanger voor profiel PlaGyp PC60/27;Suspente à ressort pour profilés PlaGyp PC60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PV60/120;PlaGyp PV60/120;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);0,75;58;120;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218602365;KAR;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103268&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103268&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103268&TYPE=IMG;
G130416;(blanco);NIEUW;PlaGyp® PV60/120 QL;PlaGyp® PV60/120 QL;Veerklemplafondhanger voor profiel PlaGyp PC60/27;Suspente à ressort pour profilés PlaGyp PC60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PV60/120 QL;PlaGyp PV60/120 QL;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);1,00;;;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218564960;KAR;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;;;http://www.gyproc.be/downloadpib?PIB=G130416&TYPE=IMG;
G107013;(blanco);NIEUW;PlaGyp® PU60/125;PlaGyp® PU60/125;Universele plafondhanger voor PlaGyp PC60/27;Suspente universelle pour profilés PlaGyp PC60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PU60/125;PlaGyp PU60/125;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);1,00;30;305;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218554480;KAR;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G107013&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G107013&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G107013&TYPE=IMG;
G103267;(blanco);NIEUW;PlaGyp® PD60/60;PlaGyp® PD60/60;Verbindingsruiter voor het PlaGyp D-plafondsysteem;Cavalier d'ancrage pour le système de plafond PlaGyp D;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PD60/60;PlaGyp PD60/60;NBN EN 14195:2015;N;onderling verbinden van profielen;jonction des profilés de plafond entre eux;A1;NBN EN 13964+A1:2007;;(blanco);1,00;56,6;61;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218564250;KAR;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103267&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103267&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103267&TYPE=IMG;
G103269;(blanco);NIEUW;PlaGyp® PH60/..;PlaGyp® PH60/..;Plafondhanger onder houten draagstructuren voor profielen PlaGyp PC60/27;Suspente sous solives en bois pour profilés PlaGyp PC60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PH60/200;PlaGyp PH60/200;NBN EN 14195:2015;H;bevestiging van de profielen aan de houten draagstructuur;fixation des profilés à la structure porteuse en bois;A1;NBN EN 13964+A1:2007;;(blanco);0,80;58;200;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218564267;KAR;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103269&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103269&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103269&TYPE=IMG;
G131786;(blanco);NIEUW;PlaGyp® PH60/..;PlaGyp® PH60/..;Plafondhanger onder houten draagstructuren voor profielen PlaGyp PC60/27;Suspente sous solives en bois pour profilés PlaGyp PC60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp PH60/300;PlaGyp PH60/300;NBN EN 14195:2015;H;bevestiging van de profielen aan de houten draagstructuur;fixation des profilés à la structure porteuse en bois;A1;NBN EN 13964+A1:2007;;(blanco);0,80;58;300;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218573344;KAR;73269091;;;http://www.gyproc.be/downloadpib?PIB=G131786&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G131786&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G131786&TYPE=IMG;
G103257;(blanco);NIEUW;PlaGyp® R150;PlaGyp® R150/250;Ophangdraad met oog;Fil de suspension à oeillet;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp R150/250;PlaGyp R150/250;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);4,00;;250;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218564281;ST;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103257&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103257&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103257&TYPE=IMG;
G103258;(blanco);NIEUW;PlaGyp® R150;PlaGyp® R150/500;Ophangdraad met oog;Fil de suspension à oeillet;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp R150/500;PlaGyp R150/500;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);4,00;;500;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218564274;ST;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103258&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103258&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103258&TYPE=IMG;
G103259;(blanco);NIEUW;PlaGyp® R150;PlaGyp® R150/1000;Ophangdraad met oog;Fil de suspension à oeillet;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp R150/1000;PlaGyp R150/1000;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);4,00;;1000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218564328;ST;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103259&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103259&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103259&TYPE=IMG;
G130782;(blanco);NIEUW;PlaGyp® R155/3000;PlaGyp® R155/3000;Ophangdraad;Fil de suspension;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp R155/3000;PlaGyp R155/3000;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);4,00;;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218568005;ST;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DCD01D005D034_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130782&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130782&TYPE=PDFFR;;
G115809;(blanco);NIEUW;PlaGyp® NH;PlaGyp® NH;Nonius-plafondhanger voor profiel PlaGyp PC 60/27;Suspente Nonius pour profilés PlaGyp PC 60/27;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp NH;PlaGyp NH;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);1,00;;;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218562652;KAR;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G115809&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G115809&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G115809&TYPE=IMG;
G115810;(blanco);NIEUW;PlaGyp® NL;PlaGyp® NL;Nonius-bovendeel voor PlaGyp NH Nonius-plafondhanger;Nonius partie supérieure;thermisch verzinkt staal;acier galvanisé à chaud;PlaGyp NL 200;PlaGyp NL 200;NBN EN 14195:2015;H;bevestiging van de profielen aan de draagstructuur;fixation des profilés à la structure porteuse;A1;NBN EN 13964+A1:2007;;(blanco);1,00;25;200;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);KAR;5413218562669;KAR;73269091;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_D1DBD01D012_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G115810&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G115810&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G115810&TYPE=IMG;
