Artikelnummer;Oud artikelnummer;Status;PIB naam NL;PIB naam FR;PIB ondertitel NL;PIB ondertitel FR;Samenstelling NL;Samenstelling FR;Benaming prijslijst NL;Benaming prijslijst FR;Productnorm;Type kort;Type lang NL;Type lang FR;Reactie bij brand;Reactie bij brand Norm;DOP Nummer;Kantvorm;Dikte;Breedte;Lengte;Dikte isolatie;Totale dikte;Oppervlaktegewicht;Thermische geleidbaarheid l;Thermische geleidb. isolatie l;Lineaire uitzettings-coëfficiënt tgv temp;Lin.uitz.temp. VW NL;Lin.uitz.temp. VW FR;Waterdampdiffusie-weerstandsgetal ?;Waterdampdiffusie-weerst. isolatie ?;Waterdampdiffusie-weerstand ?d;Lineaire uitzettings-coëfficiënt tgv RV;Lin.uitz.vocht VW NL;Lin.uitz.vocht VW FR;Basishoeveelheidseenheid;EAN;EAN Eenheid;Intrastatnummer;DOP URL NL;DOP URL FR;PIB URL NL;PIB URL FR;Image;
G101051;(blanco);NIEUW;Gyproc® WR;Gyproc® WR;Gyproc®-platen met verhoogde waterwerendheid;Plaques Gyproc® à plus haute résistance à l'humidité améliorée;(blanco);(blanco);Gyproc WR - DFH2;Gyproc WR - DFH2;NBN EN 520:2009;DFH2;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA07A007;ABA;15;1200;2600;(blanco);(blanco);13,30;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000475;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA07A007_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA07A007_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G101051&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G101051&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G101051&TYPE=IMG;
G130260;(blanco);NIEUW;Gyproc® WR;Gyproc® WR;Gyproc®-platen met verhoogde waterwerendheid;Plaques Gyproc® à plus haute résistance à l'humidité améliorée;(blanco);(blanco);Gyproc WR - DFH2;Gyproc WR - DFH2;NBN EN 14190:2014;DFH2;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA07A003A022;4xABA;12,5;600;2500;(blanco);12,5;10,30;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564410;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA07A003A022_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA07A003A022_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130260&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130260&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G130260&TYPE=IMG;
G130261;(blanco);NIEUW;Gyproc® WR;Gyproc® WR;Gyproc®-platen met verhoogde waterwerendheid;Plaques Gyproc® à plus haute résistance à l'humidité améliorée;(blanco);(blanco);Gyproc WR - DFH2;Gyproc WR - DFH2;NBN EN 14190:2014;DFH2;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA07A003A020;4xABA;12,5;1200;2500;(blanco);12,5;10,30;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564427;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA07A003A020_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA07A003A020_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130261&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130261&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G130261&TYPE=IMG;
P80822600;(blanco);NIEUW;SoundBlock;SoundBlock;Gyproc®-platen met verhoogde geluidswerendheid;Plaques Gyproc® pour un confort acoustique amélioré;(blanco);(blanco);SoundBlock;SoundBlock;NBN EN 520:2009;D;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG_GY_2013_A1ABA25A003;ABA;12,5;600;2600;(blanco);(blanco);12,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;3496250236042;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=P80822600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=P80822600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=P80822600&TYPE=IMG;
P80802600;(blanco);NIEUW;SoundBlock;SoundBlock;Gyproc®-platen met verhoogde geluidswerendheid;Plaques Gyproc® pour un confort acoustique amélioré;(blanco);(blanco);SoundBlock;SoundBlock;NBN EN 520:2009;D;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG_GY_2013_A1ABA25A003;ABA;12,5;1200;2600;(blanco);(blanco);12,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;3496250191310;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=P80802600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=P80802600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=P80802600&TYPE=IMG;
P80812600;(blanco);NIEUW;SoundBlock;SoundBlock;Gyproc®-platen met verhoogde geluidswerendheid;Plaques Gyproc® pour un confort acoustique amélioré;(blanco);(blanco);SoundBlock;SoundBlock;NBN EN 520:2009;D;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG_GY_2013_A1ABA25A003;ABA;12,5;1200;2600;(blanco);(blanco);12,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;3496250191310;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=P80812600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=P80812600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=P80812600&TYPE=IMG;
P80803000;(blanco);NIEUW;SoundBlock;SoundBlock;Gyproc®-platen met verhoogde geluidswerendheid;Plaques Gyproc® pour un confort acoustique amélioré;(blanco);(blanco);SoundBlock;SoundBlock;NBN EN 520:2009;D;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG_GY_2013_A1ABA25A003;ABA;12,5;1200;3000;(blanco);(blanco);12,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;3496250191334;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=P80803000&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=P80803000&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=P80803000&TYPE=IMG;
G129585;(blanco);NIEUW;SoundBlock;SoundBlock;Gyproc®-platen met verhoogde geluidswerendheid;Plaques Gyproc® pour un confort acoustique amélioré;(blanco);(blanco);SoundBlock;SoundBlock;NBN EN 520:2009;D;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG_GY_2013_A1ABA25A003;ABA;12,5;1200;3000;(blanco);(blanco);12,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;3496250191334;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA25A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129585&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129585&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G129585&TYPE=IMG;
G130355;(blanco);NIEUW;DuraGyp Comfort;DuraGyp Comfort;Luchtzuiverende en houtvezelversterkte Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® purifiant l'air et renforcées des fibres de bois avec une résistance aux chocs améliorée;(blanco);(blanco);DuraGyp Comfort;DuraGyp Comfort;NBN EN 520:2009;DFH1IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A001;ABA;12,5;1200;2600;(blanco);(blanco);12,50;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564540;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA11A001_2_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA11A001_2_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130355&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130355&TYPE=PDFFR;;
G130337;(blanco);NIEUW;DuraGyp Comfort;DuraGyp Comfort;Luchtzuiverende en houtvezelversterkte Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® purifiant l'air et renforcées des fibres de bois avec une résistance aux chocs améliorée;(blanco);(blanco);DuraGyp Comfort;DuraGyp Comfort;NBN EN 520:2009;DFH1IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A001;ABA;12,5;1200;3000;(blanco);(blanco);12,50;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218570046;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA11A001_2_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA11A001_2_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130337&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130337&TYPE=PDFFR;;
G130390;(blanco);NIEUW;DuraGyp Comfort;DuraGyp Comfort;Luchtzuiverende en houtvezelversterkte Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® purifiant l'air et renforcées des fibres de bois avec une résistance aux chocs améliorée;(blanco);(blanco);DuraGyp Comfort;DuraGyp Comfort;NBN EN 520:2009;DFH1IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A003;ABA;15;1200;2650;(blanco);(blanco);14,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564793;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA11A003_2_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA11A003_2_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130390&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130390&TYPE=PDFFR;;
G130336;(blanco);NIEUW;DuraGyp Standaard;DuraGyp Standaard;Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A001;ABA;12,5;1200;3000;(blanco);(blanco);11,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218570060;PLA;68091100;;;;;;
G130372;(blanco);NIEUW;DuraGyp Standaard;DuraGyp Standaard;Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A001;ABA;12,5;1200;2800;(blanco);(blanco);11,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564618;PLA;68091100;;;;;;
G130356;(blanco);NIEUW;DuraGyp Standaard;DuraGyp Standaard;Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A001;ABA;12,5;1200;2600;(blanco);(blanco);11,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564557;PLA;68091100;;;;;;
G130391;(blanco);NIEUW;DuraGyp Standaard;DuraGyp Standaard;Gyproc®-platen met verhoogde stootvastheid;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A003;ABA;15;1200;2650;(blanco);(blanco);14,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564816;PLA;68091100;;;;;;
G130471;(blanco);NIEUW;DuraGyp OSM;DuraGyp OSM;Gyproc®-platen met verhoogde stootvastheid voor Offsite manufacturing;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A003;ABA;15;1200;2650;(blanco);(blanco);14,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218565974;PLA;68091100;;;;;;
G130485;(blanco);NIEUW;DuraGyp OSM;DuraGyp OSM;Gyproc®-platen met verhoogde stootvastheid voor Offsite manufacturing;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A003;ABA;15;1200;2600;(blanco);(blanco);14,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218566018;PLA;68091100;;;;;;
G130904;(blanco);NIEUW;DuraGyp OSM;DuraGyp OSM;Gyproc®-platen met verhoogde stootvastheid voor Offsite manufacturing;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A003;ABA;15;1200;2800;(blanco);(blanco);14,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218568517;PLA;68091100;;;;;;
G131159;(blanco);NIEUW;DuraGyp OSM;DuraGyp OSM;Gyproc®-platen met verhoogde stootvastheid voor Offsite manufacturing;Plaques Gyproc® avec une résistance aux chocs améliorée;(blanco);(blanco);--;--;NBN EN 520:2009;DFH2IR;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1ABA11A003;ABA;15;1200;3000;(blanco);(blanco);14,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218584067;PLA;68091100;;;;;;
G121634;(blanco);NIEUW;Gygant;Gygant;Kamerbrede Gyproc®-platen voor plafondbekledingen met geaccentueerde naden;Plaques Gyproc® de grande longueur pour revêtements avec joints apparents;(blanco);(blanco);Gygant;Gygant;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA09A001;RBR;9,5;600;2600;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218002004;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121634&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121634&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121634&TYPE=IMG;
G121635;(blanco);NIEUW;Gygant;Gygant;Kamerbrede Gyproc®-platen voor plafondbekledingen met geaccentueerde naden;Plaques Gyproc® de grande longueur pour revêtements avec joints apparents;(blanco);(blanco);Gygant;Gygant;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA09A001;RBR;9,5;600;3000;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218002011;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121635&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121635&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121635&TYPE=IMG;
G121636;(blanco);NIEUW;Gygant;Gygant;Kamerbrede Gyproc®-platen voor plafondbekledingen met geaccentueerde naden;Plaques Gyproc® de grande longueur pour revêtements avec joints apparents;(blanco);(blanco);Gygant;Gygant;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA09A001;RBR;9,5;600;3600;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218002028;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121636&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121636&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121636&TYPE=IMG;
G121637;(blanco);NIEUW;Gygant;Gygant;Kamerbrede Gyproc®-platen voor plafondbekledingen met geaccentueerde naden;Plaques Gyproc® de grande longueur pour revêtements avec joints apparents;(blanco);(blanco);Gygant;Gygant;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA09A001;RBR;9,5;600;4200;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218002035;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121637&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121637&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121637&TYPE=IMG;
G121638;(blanco);NIEUW;Gygant;Gygant;Kamerbrede Gyproc®-platen voor plafondbekledingen met geaccentueerde naden;Plaques Gyproc® de grande longueur pour revêtements avec joints apparents;(blanco);(blanco);Gygant;Gygant;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA09A001;RBR;9,5;600;4800;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000352;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA09A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121638&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121638&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121638&TYPE=IMG;
G100863;(blanco);NIEUW;Gyplat;Gyplat;Gyproc®-basisplaten voor gipsbepleistering;Plaques de base Gyproc® pour plafonnage;(blanco);(blanco);Gyplat;Gyplat;NBN EN 520:2009;P;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA07A001;RBR;9,5;400;2000;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;4002806121633;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA07A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA07A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100863&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100863&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100863&TYPE=IMG;
G101771;(blanco);NIEUW;Gyplat;Gyplat;Gyproc®-basisplaten voor gipsbepleistering;Plaques de base Gyproc® pour plafonnage;(blanco);(blanco);Gyplat;Gyplat;NBN EN 520:2009;P;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA07A001;RBR;9,5;600;2000;(blanco);(blanco);8,10;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000376;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA07A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA07A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G101771&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G101771&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G101771&TYPE=IMG;
G102429;(blanco);NIEUW;Gyproc® LP;Gyproc® LP;Gyproc®-platen met loodbekleding op de rugzijde;Plaques Gyproc® revêtues au dos d'une feuille de plomb;(blanco);(blanco);Gyproc LP;Gyproc LP;NBN EN 14190:2014;A;gipskartonplaat bekleed met lood;plaque de plâtre revêtue d'une feuille en plomb;;;SG_GY_2013_A1ABA30A001;ABA;12,5;600;2600;(blanco);13,5;;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;740;--;9,250;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564182;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA30A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA30A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102429&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102429&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102429&TYPE=IMG;
G102424;(blanco);NIEUW;Gyproc® LP;Gyproc® LP;Gyproc®-platen met loodbekleding op de rugzijde;Plaques Gyproc® revêtues au dos d'une feuille de plomb;(blanco);(blanco);Gyproc LP;Gyproc LP;NBN EN 14190:2014;A;gipskartonplaat bekleed met lood;plaque de plâtre revêtue d'une feuille en plomb;;;SG_GY_2013_A1ABA30A001;ABA;12,5;600;2600;(blanco);14,5;;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;740;--;9,250;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564199;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA30A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA30A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102424&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102424&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102424&TYPE=IMG;
G108259;(blanco);NIEUW;Gyproc® LP;Gyproc® LP;Gyproc®-platen met loodbekleding op de rugzijde;Plaques Gyproc® revêtues au dos d'une feuille de plomb;(blanco);(blanco);Gyproc LP;Gyproc LP;NBN EN 14190:2014;A;gipskartonplaat bekleed met lood;plaque de plâtre revêtue d'une feuille en plomb;;;SG_GY_2013_A1ABA30A001;ABA;12,5;600;2600;(blanco);15,5;;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;740;--;9,250;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218564205;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA30A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA30A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G108259&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G108259&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G108259&TYPE=IMG;
G130009;(blanco);NIEUW;Loodstrip;Bande de plomb autocollante;Zelfklevende loodstrip ter afscherming van naden tussen Gyproc® LP-platen;Bande de plomb autocollante pour isoler les joints entre les plaques Gyproc® LP;(blanco);(blanco);Zelfklevende Loodstrip;Bande de plomb autocollante;NBN EN 12588:2007;--;loodplaat;feuille de plomb;;;;(blanco);1;50;3000;(blanco);(blanco);;35,00;(blanco);;;;;--;;;;;ST;5413218566230;ST;78041100;;;http://www.gyproc.be/downloadpib?PIB=G130009&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130009&TYPE=PDFFR;;
